RedFighter,BlueFighter,RedOdds,BlueOdds,Date,Location,Country,Winner,TitleBout,WeightClass,Gender,BlueStance,BlueHeightCms,BlueReachCms,RedStance,RedHeightCms,RedReachCms,RedAge,BlueAge,Finish,FinishDetails,FinishRound,FinishRoundTime,UfcEvent,,,,,,,,,,,,,,,,
Diego Sanchez,Ross Pearson,120,-130,07-06-2014,"Albuquerque, New Mexico, USA", USA,Red,FALSE,Lightweight,MALE,Orthodox,172.72,175.26,Southpaw,177.8,182.88,32,29,S-DEC,,3,5:00,,,,,,,,,,,,,,,,,
John Dodson,John Moraga,-570,480,07-06-2014,"Albuquerque, New Mexico, USA", USA,Red,FALSE,Flyweight,MALE,Orthodox,167.64,167.64,Orthodox,160.02,167.64,29,30,KO/TKO,,2,5:00,,,,,,,,,,,,,,,,,
Rafael Dos Anjos,Jason High,-280,255,07-06-2014,"Albuquerque, New Mexico, USA", USA,Red,FALSE,Lightweight,MALE,Southpaw,172.72,180.34,Southpaw,172.72,177.8,29,32,KO/TKO,Punch,2,3:36,,,,,,,,,,,,,,,,,
Yves Edwards,Piotr Hallmann,145,-155,07-06-2014,"Albuquerque, New Mexico, USA", USA,Blue,FALSE,Lightweight,MALE,Orthodox,175.26,180.34,Southpaw,175.26,185.42,37,26,SUB,Rear Naked Choke,3,2:31,,,,,,,,,,,,,,,,,
Erik Perez,Bryan Caraway,-120,110,07-06-2014,"Albuquerque, New Mexico, USA", USA,Blue,FALSE,Bantamweight,MALE,Orthodox,172.72,172.72,Orthodox,172.72,172.72,24,29,SUB,Rear Naked Choke,2,1:52,,,,,,,,,,,,,,,,,
Yaotzin Meza,Sergio Pettis,540,-660,07-06-2014,"Albuquerque, New Mexico, USA", USA,Blue,FALSE,Bantamweight,MALE,Orthodox,167.64,175.26,Orthodox,175.26,187.96,33,20,U-DEC,,3,5:00,,,,,,,,,,,,,,,,,
Bobby Voelker,Lance Benoist,-105,-105,07-06-2014,"Albuquerque, New Mexico, USA", USA,Blue,FALSE,Welterweight,MALE,Southpaw,180.34,185.42,Orthodox,182.88,190.5,35,25,U-DEC,,3,5:00,,,,,,,,,,,,,,,,,
Scott Jorgensen,Danny Martinez,-245,225,07-06-2014,"Albuquerque, New Mexico, USA", USA,Red,FALSE,Flyweight,MALE,Orthodox,167.64,170.18,Orthodox,165.1,167.64,31,28,U-DEC,,3,5:00,,,,,,,,,,,,,,,,,
Jon Tuck,Jake Lindsey,-150,140,07-06-2014,"Albuquerque, New Mexico, USA", USA,Red,FALSE,Lightweight,MALE,Switch,180.34,180.34,Orthodox,180.34,185.42,29,27,KO/TKO,Kick,3,2:47,,,,,,,,,,,,,,,,,
Patrick Cummins,Roger Narvaez,-310,280,07-06-2014,"Albuquerque, New Mexico, USA", USA,Red,FALSE,Light Heavyweight,MALE,Southpaw,190.5,200.66,Orthodox,187.96,193.04,33,30,KO/TKO,Punches,2,2:28,,,,,,,,,,,,,,,,,
Stipe Miocic,Fabio Maldonado,-650,535,31-05-2014,"Sao Paulo, Brazil", Brazil,Red,FALSE,Heavyweight,MALE,Orthodox,185.42,190.5,Orthodox,193.04,203.2,31,34,KO/TKO,Punch,1,0:35,,,,,,,,,,,,,,,,,
Vitor Miranda,Antonio Carlos Junior,185,-200,31-05-2014,"Sao Paulo, Brazil", Brazil,Blue,TRUE,Heavyweight,MALE,Orthodox,187.96,200.66,Orthodox,185.42,195.58,35,24,U-DEC,,3,5:00,,,,,,,,,,,,,,,,,
Marcio Alexandre Junior,Warlley Alves,185,-200,31-05-2014,"Sao Paulo, Brazil", Brazil,Blue,TRUE,Middleweight,MALE,Orthodox,180.34,182.88,Southpaw,182.88,190.5,25,23,SUB,Guillotine Choke,3,0:25,,,,,,,,,,,,,,,,,
Demian Maia,Alexander Yakovlev,-455,405,31-05-2014,"Sao Paulo, Brazil", Brazil,Red,FALSE,Welterweight,MALE,Southpaw,190.5,187.96,Southpaw,185.42,182.88,36,29,U-DEC,,3,5:00,,,,,,,,,,,,,,,,,
Rony Jason,Robert Peralta,-320,290,31-05-2014,"Sao Paulo, Brazil", Brazil,Blue,FALSE,Featherweight,MALE,Orthodox,172.72,180.34,Orthodox,170.18,177.8,30,28,S-DEC,,3,5:00,,,,,,,,,,,,,,,,,
Rodrigo Damm,Rashid Magomedov,290,-320,31-05-2014,"Sao Paulo, Brazil", Brazil,Blue,FALSE,Lightweight,MALE,Orthodox,175.26,177.8,Orthodox,170.18,180.34,34,29,U-DEC,,3,5:00,,,,,,,,,,,,,,,,,
Elias Silverio,Ernest Chavez,-500,435,31-05-2014,"Sao Paulo, Brazil", Brazil,Red,FALSE,Lightweight,MALE,Orthodox,172.72,177.8,Orthodox,180.34,185.42,27,30,SUB,Rear Naked Choke,3,4:21,,,,,,,,,,,,,,,,,
Paulo Thiago,Gasan Umalatov,-175,165,31-05-2014,"Sao Paulo, Brazil", Brazil,Blue,FALSE,Welterweight,MALE,Orthodox,180.34,180.34,Orthodox,180.34,185.42,33,31,U-DEC,,3,5:00,,,,,,,,,,,,,,,,,
Kevin Souza,Mark Eddiva,-325,295,31-05-2014,"Sao Paulo, Brazil", Brazil,Red,FALSE,Featherweight,MALE,Orthodox,172.72,172.72,Orthodox,182.88,187.96,29,28,,,,,,,,,,,,,,,,,,,,,
Ricardo Abreu,Wagner Silva,-320,290,31-05-2014,"Sao Paulo, Brazil", Brazil,Red,FALSE,Middleweight,MALE,Orthodox,182.88,180.34,Orthodox,180.34,185.42,30,27,SUB,Rear Naked Choke,2,1:06,,,,,,,,,,,,,,,,,
Marcos Rogerio de Lima,Richardson Moreira,-150,140,31-05-2014,"Sao Paulo, Brazil", Brazil,Red,FALSE,Heavyweight,MALE,Orthodox,187.96,182.88,Orthodox,185.42,190.5,28,30,KO/TKO,Punch,1,0:20,,,,,,,,,,,,,,,,,
Pedro Munhoz,Matt Hobar,-295,265,31-05-2014,"Sao Paulo, Brazil", Brazil,Red,FALSE,Bantamweight,MALE,Southpaw,177.8,177.8,Orthodox,167.64,165.1,27,27,KO/TKO,Punches,1,2:47,,,,,,,,,,,,,,,,,
Mark Munoz,Gegard Mousasi,235,-255,31-05-2014,"Berlin, Germany", Germany,Blue,FALSE,Middleweight,MALE,Orthodox,187.96,193.04,Orthodox,182.88,182.88,36,28,SUB,Rear Naked Choke,1,3:57,,,,,,,,,,,,,,,,,
Francis Carmont,CB Dollaway,-165,155,31-05-2014,"Berlin, Germany", Germany,Blue,FALSE,Middleweight,MALE,Orthodox,187.96,193.04,Orthodox,190.5,198.12,32,30,U-DEC,,3,5:00,,,,,,,,,,,,,,,,,
Luke Barnatt,Sean Strickland,-155,145,31-05-2014,"Berlin, Germany", Germany,Blue,FALSE,Middleweight,MALE,Orthodox,185.42,193.04,Orthodox,198.12,195.58,26,23,S-DEC,,3,5:00,,,,,,,,,,,,,,,,,
Tom Niinimaki,Niklas Backstrom,-245,225,31-05-2014,"Berlin, Germany", Germany,Blue,FALSE,Featherweight,MALE,Orthodox,185.42,187.96,Orthodox,175.26,175.26,31,24,SUB,Rear Naked Choke,1,4:15,,,,,,,,,,,,,,,,,
Nick Hein,Drew Dober,-140,130,31-05-2014,"Berlin, Germany", Germany,Red,FALSE,Lightweight,MALE,Southpaw,172.72,177.8,Southpaw,167.64,167.64,30,25,U-DEC,,3,5:00,,,,,,,,,,,,,,,,,
Magnus Cedenblad,Krzysztof Jotko,-105,-105,31-05-2014,"Berlin, Germany", Germany,Red,FALSE,Middleweight,MALE,Southpaw,185.42,195.58,Orthodox,195.58,200.66,32,24,SUB,Guillotine Choke,2,4:59,,,,,,,,,,,,,,,,,
Vaughan Lee,Iuri Alcantara,305,-335,31-05-2014,"Berlin, Germany", Germany,Blue,FALSE,Bantamweight,MALE,Southpaw,175.26,180.34,Orthodox,167.64,167.64,31,33,KO/TKO,Punch,1,0:25,,,,,,,,,,,,,,,,,
Peter Sobotta,Pawel Pawlak,140,-150,31-05-2014,"Berlin, Germany", Germany,Red,FALSE,Welterweight,MALE,Orthodox,182.88,185.42,Southpaw,182.88,190.5,27,25,U-DEC,,3,5:00,,,,,,,,,,,,,,,,,
Andy Ogle,Maximo Blanco,205,-225,31-05-2014,"Berlin, Germany", Germany,Blue,FALSE,Featherweight,MALE,Orthodox,172.72,180.34,Orthodox,172.72,175.26,25,30,U-DEC,,3,5:00,,,,,,,,,,,,,,,,,
Viktor Pesta,Ruslan Magomedov,160,-170,31-05-2014,"Berlin, Germany", Germany,Blue,FALSE,Heavyweight,MALE,Orthodox,190.5,198.12,Orthodox,190.5,195.58,23,27,U-DEC,,3,5:00,,,,,,,,,,,,,,,,,
Renan Barao,TJ Dillashaw,-910,710,24-05-2014,"Las Vegas, Nevada, USA", USA,Blue,TRUE,Bantamweight,MALE,Orthodox,167.64,170.18,Orthodox,167.64,177.8,27,28,KO/TKO,Punches,5,2:26,,,,,,,,,,,,,,,,,
Daniel Cormier,Dan Henderson,-750,525,24-05-2014,"Las Vegas, Nevada, USA", USA,Red,FALSE,Light Heavyweight,MALE,Orthodox,180.34,187.96,Orthodox,180.34,182.88,35,43,SUB,Rear Naked Choke,3,3:53,,,,,,,,,,,,,,,,,
Robbie Lawler,Jake Ellenberger,-170,160,24-05-2014,"Las Vegas, Nevada, USA", USA,Red,FALSE,Welterweight,MALE,Orthodox,175.26,180.34,Southpaw,180.34,187.96,32,29,KO/TKO,Knee,3,3:06,,,,,,,,,,,,,,,,,
Takeya Mizugaki,Francisco Rivera,-145,135,24-05-2014,"Las Vegas, Nevada, USA", USA,Red,FALSE,Bantamweight,MALE,Orthodox,172.72,172.72,Orthodox,170.18,172.72,30,32,U-DEC,,3,5:00,,,,,,,,,,,,,,,,,
Jamie Varner,James Krause,-215,195,24-05-2014,"Las Vegas, Nevada, USA", USA,Blue,FALSE,Lightweight,MALE,Orthodox,187.96,185.42,Orthodox,172.72,182.88,29,27,KO/TKO,,1,5:00,,,,,,,,,,,,,,,,,
Michael Chiesa,Francisco Trinaldo,-150,140,24-05-2014,"Las Vegas, Nevada, USA", USA,Red,FALSE,Lightweight,MALE,Southpaw,175.26,177.8,Southpaw,185.42,190.5,26,35,U-DEC,,3,5:00,,,,,,,,,,,,,,,,,
Tony Ferguson,Katsunori Kikuno,-315,285,24-05-2014,"Las Vegas, Nevada, USA", USA,Red,FALSE,Lightweight,MALE,Orthodox,172.72,167.64,Orthodox,180.34,193.04,30,32,KO/TKO,Punch,1,4:06,,,,,,,,,,,,,,,,,
Chris Holdsworth,Chico Camus,-355,320,24-05-2014,"Las Vegas, Nevada, USA", USA,Red,FALSE,Bantamweight,MALE,Orthodox,167.64,167.64,Orthodox,180.34,180.34,26,29,U-DEC,,3,5:00,,,,,,,,,,,,,,,,,
Al Iaquinta,Mitch Clarke,-430,380,24-05-2014,"Las Vegas, Nevada, USA", USA,Blue,FALSE,Lightweight,MALE,Orthodox,177.8,185.42,Orthodox,177.8,177.8,27,28,SUB,D'Arce Choke,2,0:57,,,,,,,,,,,,,,,,,
Anthony Njokuani,Vinc Pichel,-260,240,24-05-2014,"Las Vegas, Nevada, USA", USA,Blue,FALSE,Lightweight,MALE,Orthodox,177.8,182.88,Orthodox,185.42,190.5,34,31,U-DEC,,3,5:00,,,,,,,,,,,,,,,,,
Sam Sicilia,Aaron Phillips,-140,130,24-05-2014,"Las Vegas, Nevada, USA", USA,Red,FALSE,Featherweight,MALE,Southpaw,175.26,177.8,Orthodox,172.72,170.18,28,24,U-DEC,,3,5:00,,,,,,,,,,,,,,,,,
David Michaud,Li Jingliang,-125,115,24-05-2014,"Las Vegas, Nevada, USA", USA,Blue,FALSE,Welterweight,MALE,Orthodox,182.88,180.34,Orthodox,175.26,182.88,25,26,,,,,,,,,,,,,,,,,,,,,
Matt Brown,Erick Silva,210,-230,10-05-2014,"Cincinnati, Ohio, USA", USA,Red,FALSE,Welterweight,MALE,Orthodox,182.88,187.96,Orthodox,182.88,190.5,33,29,KO/TKO,Punches,3,2:11,,,,,,,,,,,,,,,,,
Costas Philippou,Lorenz Larkin,160,-170,10-05-2014,"Cincinnati, Ohio, USA", USA,Red,FALSE,Middleweight,MALE,Orthodox,180.34,182.88,Orthodox,180.34,185.42,34,27,,,,,,,,,,,,,,,,,,,,,
Erik Koch,Daron Cruickshank,-295,265,10-05-2014,"Cincinnati, Ohio, USA", USA,Blue,FALSE,Lightweight,MALE,Switch,172.72,182.88,Southpaw,177.8,180.34,25,28,KO/TKO,Kick,1,3:21,,,,,,,,,,,,,,,,,
Neil Magny,Tim Means,275,-305,10-05-2014,"Cincinnati, Ohio, USA", USA,Red,FALSE,Welterweight,MALE,Orthodox,187.96,190.5,Orthodox,190.5,203.2,26,30,U-DEC,,3,5:00,,,,,,,,,,,,,,,,,
Soa Palelei,Ruan Potts,-310,280,10-05-2014,"Cincinnati, Ohio, USA", USA,Red,FALSE,Heavyweight,MALE,Orthodox,187.96,190.5,Orthodox,193.04,205.74,36,36,KO/TKO,Punch,1,2:20,,,,,,,,,,,,,,,,,
Chris Cariaso,Louis Smolka,135,-145,10-05-2014,"Cincinnati, Ohio, USA", USA,Red,FALSE,Flyweight,MALE,Orthodox,175.26,172.72,Southpaw,160.02,160.02,32,22,S-DEC,,3,5:00,,,,,,,,,,,,,,,,,
Ed Herman,Rafael Natal,135,-155,10-05-2014,"Cincinnati, Ohio, USA", USA,Red,FALSE,Middleweight,MALE,Orthodox,182.88,193.04,Orthodox,185.42,195.58,33,31,U-DEC,,3,5:00,,,,,,,,,,,,,,,,,
Kyoji Horiguchi,Darrell Montague,-210,190,10-05-2014,"Cincinnati, Ohio, USA", USA,Red,FALSE,Flyweight,MALE,Southpaw,167.64,170.18,Orthodox,165.1,167.64,23,26,U-DEC,,3,5:00,,,,,,,,,,,,,,,,,
Yan Cabral,Zak Cummings,-560,475,10-05-2014,"Cincinnati, Ohio, USA", USA,Blue,FALSE,Welterweight,MALE,Southpaw,182.88,190.5,Orthodox,180.34,185.42,30,29,U-DEC,,3,5:00,,,,,,,,,,,,,,,,,
Eddie Wineland,Johnny Eduardo,-935,735,10-05-2014,"Cincinnati, Ohio, USA", USA,Blue,FALSE,Bantamweight,MALE,Orthodox,170.18,180.34,Orthodox,170.18,175.26,29,35,KO/TKO,Punch,1,4:37,,,,,,,,,,,,,,,,,
Manvel Gamburyan,Nik Lentz,460,-540,10-05-2014,"Cincinnati, Ohio, USA", USA,Blue,FALSE,Featherweight,MALE,Orthodox,172.72,172.72,Orthodox,165.1,170.18,33,29,U-DEC,,3,5:00,,,,,,,,,,,,,,,,,
Justin Salas,Ben Wall,-290,260,10-05-2014,"Cincinnati, Ohio, USA", USA,Red,FALSE,Lightweight,MALE,Orthodox,177.8,185.42,Southpaw,172.72,177.8,32,25,KO/TKO,Punch,1,2:41,,,,,,,,,,,,,,,,,
Anthony Lapsley,Albert Tumenov,245,-265,10-05-2014,"Cincinnati, Ohio, USA", USA,Blue,FALSE,Welterweight,MALE,Orthodox,180.34,185.42,Southpaw,175.26,180.34,34,22,KO/TKO,Punch,1,3:56,,,,,,,,,,,,,,,,,
Jon Jones,Glover Teixeira,-440,390,26-04-2014,"Baltimore, Maryland, USA", USA,Red,TRUE,Light Heavyweight,MALE,Orthodox,187.96,193.04,Orthodox,193.04,213.36,26,34,U-DEC,,5,5:00,,,,,,,,,,,,,,,,,
Phil Davis,Anthony Johnson,-240,220,26-04-2014,"Baltimore, Maryland, USA", USA,Blue,FALSE,Light Heavyweight,MALE,Orthodox,187.96,198.12,Orthodox,187.96,200.66,29,30,U-DEC,,3,5:00,,,,,,,,,,,,,,,,,
Luke Rockhold,Tim Boetsch,-1000,800,26-04-2014,"Baltimore, Maryland, USA", USA,Red,FALSE,Middleweight,MALE,Orthodox,182.88,187.96,Southpaw,190.5,195.58,29,33,SUB,Kimura,1,2:08,,,,,,,,,,,,,,,,,
Jim Miller,Yancy Medeiros,-185,170,26-04-2014,"Baltimore, Maryland, USA", USA,Red,FALSE,Lightweight,MALE,Orthodox,177.8,190.5,Southpaw,172.72,180.34,30,26,SUB,Guillotine Choke,1,3:18,,,,,,,,,,,,,,,,,
Max Holloway,Andre Fili,125,-135,26-04-2014,"Baltimore, Maryland, USA", USA,Red,FALSE,Featherweight,MALE,Orthodox,180.34,187.96,Orthodox,180.34,175.26,22,23,SUB,Guillotine Choke,3,3:39,,,,,,,,,,,,,,,,,
Joseph Benavidez,Tim Elliott,-450,400,26-04-2014,"Baltimore, Maryland, USA", USA,Red,FALSE,Flyweight,MALE,Southpaw,170.18,167.64,Southpaw,162.56,165.1,29,27,SUB,Guillotine Choke,1,4:08,,,,,,,,,,,,,,,,,
Takanori Gomi,Isaac Vallie-Flagg,-155,145,26-04-2014,"Baltimore, Maryland, USA", USA,Red,FALSE,Lightweight,MALE,Orthodox,172.72,172.72,Southpaw,170.18,177.8,35,36,U-DEC,,3,5:00,,,,,,,,,,,,,,,,,
Jessamyn Duke,Bethe Correia,-135,125,26-04-2014,"Baltimore, Maryland, USA", USA,Blue,FALSE,Women's Bantamweight,FEMALE,Orthodox,165.1,162.56,Orthodox,180.34,185.42,27,30,U-DEC,,3,5:00,,,,,,,,,,,,,,,,,
Danny Castillo,Charlie Brenneman,-355,320,26-04-2014,"Baltimore, Maryland, USA", USA,Red,FALSE,Lightweight,MALE,Orthodox,177.8,182.88,Orthodox,175.26,180.34,34,33,KO/TKO,Punch,2,0:21,,,,,,,,,,,,,,,,,
Chris Beal,Patrick Williams,-110,100,26-04-2014,"Baltimore, Maryland, USA", USA,Red,FALSE,Bantamweight,MALE,Orthodox,172.72,185.42,Orthodox,170.18,175.26,28,32,KO/TKO,Flying Knee,2,1:51,,,,,,,,,,,,,,,,,
Fabricio Werdum,Travis Browne,200,-220,19-04-2014,"Orlando, Florida, USA", USA,Red,FALSE,Heavyweight,MALE,Orthodox,198.12,200.66,Orthodox,193.04,195.58,36,31,U-DEC,,5,5:00,,,,,,,,,,,,,,,,,
Miesha Tate,Liz Carmouche,-185,170,19-04-2014,"Orlando, Florida, USA", USA,Red,FALSE,Women's Bantamweight,FEMALE,Orthodox,167.64,167.64,Orthodox,167.64,165.1,27,30,U-DEC,,3,5:00,,,,,,,,,,,,,,,,,
Donald Cerrone,Edson Barboza,160,-170,19-04-2014,"Orlando, Florida, USA", USA,Red,FALSE,Lightweight,MALE,Orthodox,180.34,190.5,Orthodox,185.42,185.42,31,28,SUB,Rear Naked Choke,1,3:15,,,,,,,,,,,,,,,,,
Brad Tavares,Yoel Romero,-145,135,19-04-2014,"Orlando, Florida, USA", USA,Blue,FALSE,Middleweight,MALE,Southpaw,182.88,185.42,Orthodox,185.42,187.96,26,36,U-DEC,,3,5:00,,,,,,,,,,,,,,,,,
Rafael Dos Anjos,Khabib Nurmagomedov,275,-305,19-04-2014,"Orlando, Florida, USA", USA,Blue,FALSE,Lightweight,MALE,Orthodox,177.8,177.8,Southpaw,172.72,177.8,29,25,U-DEC,,3,5:00,,,,,,,,,,,,,,,,,
Thiago Alves,Seth Baczynski,-480,423,19-04-2014,"Orlando, Florida, USA", USA,Red,FALSE,Welterweight,MALE,Orthodox,190.5,187.96,Orthodox,175.26,177.8,30,32,U-DEC,,3,5:00,,,,,,,,,,,,,,,,,
Jorge Masvidal,Pat Healy,-265,245,19-04-2014,"Orlando, Florida, USA", USA,Red,FALSE,Lightweight,MALE,Orthodox,182.88,187.96,Orthodox,180.34,187.96,29,30,U-DEC,,3,5:00,,,,,,,,,,,,,,,,,
Estevan Payan,Alex White,-115,105,19-04-2014,"Orlando, Florida, USA", USA,Blue,FALSE,Featherweight,MALE,Southpaw,182.88,180.34,Orthodox,177.8,182.88,32,25,KO/TKO,Punch,1,1:28,,,,,,,,,,,,,,,,,
Caio Magalhaes,Luke Zachrich,-295,265,19-04-2014,"Orlando, Florida, USA", USA,Red,FALSE,Middleweight,MALE,Orthodox,187.96,187.96,Orthodox,185.42,185.42,26,32,KO/TKO,Punch,1,0:44,,,,,,,,,,,,,,,,,
Jordan Mein,Hernani Perpetuo,-420,375,19-04-2014,"Orlando, Florida, USA", USA,Red,FALSE,Welterweight,MALE,Orthodox,182.88,187.96,Orthodox,182.88,185.42,24,28,S-DEC,,3,5:00,,,,,,,,,,,,,,,,,
Dustin Ortiz,Ray Borg,-155,145,19-04-2014,"Orlando, Florida, USA", USA,Red,FALSE,Flyweight,MALE,Orthodox,162.56,160.02,Orthodox,165.1,165.1,25,20,S-DEC,,3,5:00,,,,,,,,,,,,,,,,,
Mirsad Bektic,Chas Skelly,-140,130,19-04-2014,"Orlando, Florida, USA", USA,Red,FALSE,Featherweight,MALE,Orthodox,180.34,182.88,Orthodox,172.72,177.8,23,28,M-DEC,,3,5:00,,,,,,,,,,,,,,,,,
Derrick Lewis,Jack May,-290,260,19-04-2014,"Orlando, Florida, USA", USA,Red,FALSE,Heavyweight,MALE,Switch,203.2,200.66,Orthodox,190.5,200.66,29,33,KO/TKO,Punches,1,4:23,,,,,,,,,,,,,,,,,
Michael Bisping,Tim Kennedy,-200,185,16-04-2014,"Quebec City, Quebec, Canada", Canada,Blue,FALSE,Middleweight,MALE,Orthodox,180.34,187.96,Orthodox,185.42,190.5,35,34,U-DEC,,5,5:00,,,,,,,,,,,,,,,,,
Patrick Cote,Kyle Noke,185,-200,16-04-2014,"Quebec City, Quebec, Canada", Canada,Red,FALSE,Welterweight,MALE,Southpaw,185.42,193.04,Orthodox,180.34,180.34,34,34,U-DEC,,3,5:00,,,,,,,,,,,,,,,,,
Sheldon Westcott,Elias Theodorou,175,-190,16-04-2014,"Quebec City, Quebec, Canada", Canada,Blue,TRUE,Middleweight,MALE,Orthodox,185.42,190.5,Southpaw,185.42,180.34,29,25,KO/TKO,Elbows,2,4:41,,,,,,,,,,,,,,,,,
Chad Laprise,Olivier Aubin-Mercier,145,-155,16-04-2014,"Quebec City, Quebec, Canada", Canada,Red,TRUE,Welterweight,MALE,Southpaw,175.26,177.8,Orthodox,177.8,180.34,27,25,S-DEC,,3,5:00,,,,,,,,,,,,,,,,,
Dustin Poirier,Akira Corassani,-1050,850,16-04-2014,"Quebec City, Quebec, Canada", Canada,Red,FALSE,Featherweight,MALE,Orthodox,172.72,172.72,Southpaw,175.26,182.88,25,31,KO/TKO,Punch,2,0:42,,,,,,,,,,,,,,,,,
Sam Stout,KJ Noons,-105,-105,16-04-2014,"Quebec City, Quebec, Canada", Canada,Blue,FALSE,Welterweight,MALE,Orthodox,177.8,182.88,Orthodox,175.26,177.8,29,31,KO/TKO,Punch,1,0:30,,,,,,,,,,,,,,,,,
Sarah Kaufman,Leslie Smith,-265,245,16-04-2014,"Quebec City, Quebec, Canada", Canada,Red,FALSE,Women's Bantamweight,FEMALE,Orthodox,175.26,167.64,Orthodox,165.1,170.18,28,31,U-DEC,,3,5:00,,,,,,,,,,,,,,,,,
Ryan Jimmo,Sean O'Connell,-660,540,16-04-2014,"Quebec City, Quebec, Canada", Canada,Red,FALSE,Light Heavyweight,MALE,Orthodox,185.42,187.96,Orthodox,185.42,185.42,32,30,KO/TKO,Punch,1,4:27,,,,,,,,,,,,,,,,,
George Roop,Dustin Kimura,-155,145,16-04-2014,"Quebec City, Quebec, Canada", Canada,Red,FALSE,Bantamweight,MALE,Orthodox,170.18,180.34,Orthodox,185.42,182.88,32,24,U-DEC,,3,5:00,,,,,,,,,,,,,,,,,
Mark Bocek,Mike de la Torre,-660,540,16-04-2014,"Quebec City, Quebec, Canada", Canada,Red,FALSE,Lightweight,MALE,Orthodox,180.34,180.34,Orthodox,172.72,190.5,32,27,S-DEC,,3,5:00,,,,,,,,,,,,,,,,,
Nordine Taleb,Vik Grujic,-235,215,16-04-2014,"Quebec City, Quebec, Canada", Canada,Red,FALSE,Middleweight,MALE,Orthodox,180.34,185.42,Orthodox,185.42,187.96,32,37,U-DEC,,3,5:00,,,,,,,,,,,,,,,,,
Richard Walsh,Chris Indich,-230,210,16-04-2014,"Quebec City, Quebec, Canada", Canada,Red,FALSE,Welterweight,MALE,Orthodox,177.8,185.42,Orthodox,182.88,185.42,25,26,U-DEC,,3,5:00,,,,,,,,,,,,,,,,,
Mitch Gagnon,Tim Gorman,-315,285,16-04-2014,"Quebec City, Quebec, Canada", Canada,Red,FALSE,Bantamweight,MALE,Southpaw,165.1,172.72,Southpaw,165.1,165.1,29,30,U-DEC,,3,5:00,,,,,,,,,,,,,,,,,
Minotauro Nogueira,Roy Nelson,150,-160,11-04-2014,"Abu Dhabi, United Arab Emirates", United Arab Emirates,Blue,FALSE,Heavyweight,MALE,Orthodox,182.88,182.88,Orthodox,190.5,195.58,37,37,,,,,,,,,,,,,,,,,,,,,
Clay Guida,Tatsuya Kawajiri,-140,130,11-04-2014,"Abu Dhabi, United Arab Emirates", United Arab Emirates,Red,FALSE,Featherweight,MALE,Orthodox,170.18,175.26,Orthodox,170.18,177.8,32,35,U-DEC,,3,5:00,,,,,,,,,,,,,,,,,
John Howard,Ryan LaFlare,365,-410,11-04-2014,"Abu Dhabi, United Arab Emirates", United Arab Emirates,Blue,FALSE,Welterweight,MALE,Southpaw,185.42,187.96,Orthodox,170.18,180.34,31,30,U-DEC,,3,5:00,,,,,,,,,,,,,,,,,
Ramsey Nijem,Beneil Dariush,235,-255,11-04-2014,"Abu Dhabi, United Arab Emirates", United Arab Emirates,Red,FALSE,Lightweight,MALE,Southpaw,177.8,182.88,Orthodox,180.34,190.5,26,24,KO/TKO,Punches,1,4:20,,,,,,,,,,,,,,,,,
Jared Rosholt,Daniel Omielanczuk,-280,255,11-04-2014,"Abu Dhabi, United Arab Emirates", United Arab Emirates,Red,FALSE,Heavyweight,MALE,Southpaw,182.88,187.96,Orthodox,187.96,190.5,27,31,U-DEC,,3,5:00,,,,,,,,,,,,,,,,,
Thales Leites,Trevor Smith,-545,465,11-04-2014,"Abu Dhabi, United Arab Emirates", United Arab Emirates,Red,FALSE,Middleweight,MALE,Orthodox,190.5,190.5,Orthodox,185.42,198.12,32,33,KO/TKO,Punch,1,0:45,,,,,,,,,,,,,,,,,
Alan Omer,Jim Alers,210,-230,11-04-2014,"Abu Dhabi, United Arab Emirates", United Arab Emirates,Blue,FALSE,Featherweight,MALE,Orthodox,175.26,180.34,Orthodox,177.8,180.34,25,27,S-DEC,,3,5:00,,,,,,,,,,,,,,,,,
Mauricio Rua,Dan Henderson,-165,155,23-03-2014,"Natal, Rio Grande do Norte, Brazil", Brazil,Blue,FALSE,Light Heavyweight,MALE,Orthodox,180.34,187.96,Orthodox,185.42,193.04,32,43,KO/TKO,Punch,3,1:31,,,,,,,,,,,,,,,,,
Cezar Ferreira,CB Dollaway,-380,340,23-03-2014,"Natal, Rio Grande do Norte, Brazil", Brazil,Blue,FALSE,Middleweight,MALE,Orthodox,187.96,193.04,Southpaw,185.42,198.12,29,30,KO/TKO,Punch,1,0:39,,,,,,,,,,,,,,,,,
Fabio Maldonado,Gian Villante,260,-290,23-03-2014,"Natal, Rio Grande do Norte, Brazil", Brazil,Red,FALSE,Light Heavyweight,MALE,Orthodox,190.5,193.04,Orthodox,185.42,190.5,34,28,U-DEC,,3,5:00,,,,,,,,,,,,,,,,,
Michel Prazeres,Mairbek Taisumov,285,-315,23-03-2014,"Natal, Rio Grande do Norte, Brazil", Brazil,Red,FALSE,Lightweight,MALE,Orthodox,175.26,185.42,Orthodox,167.64,170.18,32,25,U-DEC,,3,5:00,,,,,,,,,,,,,,,,,
Rony Jason,Steven Siler,-185,170,23-03-2014,"Natal, Rio Grande do Norte, Brazil", Brazil,Red,FALSE,Featherweight,MALE,Orthodox,180.34,177.8,Orthodox,170.18,177.8,30,27,KO/TKO,Punch,1,1:17,,,,,,,,,,,,,,,,,
